from_stop_id,to_stop_id,from_route_id,to_route_id,from_trip_id,to_trip_id,transfer_type,min_transfer_time
33,33,,,246106724610841+1904212+0,246106724610841+1904582+0,1,
33,33,,,246104624610561+1904221+0,246104624610561+1904592+0,1,
33,33,,,246104624610563+1904221+0,246104624610563+1904592+0,1,
33,33,,,246106124610633+1904221+0,246106124610633+1904592+0,1,
33,33,,,246106124610634+1904221+0,246106124610634+1904592+0,1,
33,33,,,246109524611752+1904221+0,246109524611752+1904592+0,1,
33,33,,,246103324610332+1904228+0,246103324610342+1904599+0,1,
33,33,,,246103424610343+1904229+0,246103324610343+1904599+0,1,
33,33,,,246104124610413+1904231+0,246104124610413+1904601+0,1,
33,33,,,246103924610401+1904253+1,246103924610401+1904623+1,1,
33,33,,,246103924610402+1904253+1,246103924610402+1904623+1,1,
33,33,,,246103924610402+1904270+1,246103924610402+1904652+1,1,
33,33,,,246103624611765+1904272+1,246103624610435+1904653+1,1,
33,33,,,246104124610413+1904273+1,246104124610413+1904654+1,1,
33,33,,,246104624610561+1904274+1,246104624610561+1904655+1,1,
33,33,,,246108924610912+1904274+1,246108924610912+1904655+1,1,
33,33,,,246108924610914+1904274+1,246108924610914+1904655+1,1,
33,33,,,246103924610402+1904279+1,246103924610402+1904652+1,1,
33,33,,,246104624610563+1904283+1,246104624610563+1904655+1,1,
33,33,,,246104624610561+1904295+1,246104624610561+1904660+1,1,
33,33,,,246109524611751+1904295+1,246109524611751+1904660+1,1,
33,33,,,246109524611752+1904295+1,246109524611752+1904660+1,1,
33,33,,,246106724610842+1904301+1,246106724610842+1904660+1,1,
33,33,,,246108924610912+1904301+1,246108924610912+1904660+1,1,
33,33,,,246103924610402+1904311+1,246103924610402+1904674+1,1,
33,33,,,246103424610343+1904312+1,246103424610343+1904675+1,1,
33,33,,,246106124610633+1904315+1,246106124610633+1904678+1,1,
33,33,,,246106724610842+1904315+1,246106724610842+1904678+1,1,
33,33,,,246108924610913+1904315+1,246108924610913+1904678+1,1,
33,33,,,246106724610842+1904337+1,246106724610842+1904688+1,1,
33,33,,,246104124610413+1904366+1,246104124610413+1904958+1,1,
33,33,,,246104624610562+1904367+1,246104624610562+1904959+1,1,
33,33,,,246104624610564+1904367+1,246104624610564+1904959+1,1,
33,33,,,246106724610843+1904367+1,246106724610843+1904959+1,1,
33,33,,,246109524611754+1904367+1,246109524611754+1904959+1,1,
33,33,,,246106124610632+1904376+1,246106124610632+1905067+1,1,
33,33,,,246109524611753+1904376+1,246109524611753+1905067+1,1,
33,33,,,246103924610402+1904388+1,246103924610402+1905137+0,1,
33,33,,,246104124610413+1904390+1,246104124610413+1905140+0,1,
33,33,,,246106724610842+1904391+1,246106724610842+1905141+0,1,
33,33,,,246109524611751+1904391+1,246109524611751+1905141+0,1,
33,33,,,246103924610402+1904399+0,246103924610402+1905221+0,1,
33,33,,,246108924610913+1904402+0,246108924610913+1905225+0,1,
33,33,,,246108924610914+1904402+0,246108924610914+1905225+0,1,
33,33,,,246103324610343+1904412+0,246103324610343+1905377+0,1,
33,33,,,246103924610401+1904412+0,246103924610401+1905377+0,1,
33,33,,,246108924610912+1904415+0,246108924610912+1905379+0,1,
33,33,,,246103924610401+1904424+0,246103924610401+1905414+0,1,
33,33,,,246104624610563+1904428+0,246104624610563+1905417+0,1,
33,33,,,246106724610842+1904428+0,246106724610842+1905417+0,1,
33,33,,,246103924610402+1904444+0,246103924610402+1905426+0,1,
33,33,,,246104624610564+1904447+0,246104624610564+1905429+0,1,
33,33,,,246106124610633+1904447+0,246106124610633+1905429+0,1,
33,33,,,246106724610844+1904447+0,246106724610844+1905429+0,1,
33,33,,,246105024611765+1904455+0,246105024611765+1905434+0,1,
33,33,,,246104624610531+1904458+0,246104624610531+1905436+0,1,
33,33,,,246104724611752+1904459+0,246104724611752+1905437+0,1,
33,33,,,246104724611754+1904459+0,246104724611754+1905437+0,1,
33,33,,,246107224610866+1904702+0,246107224610866+1905111+0,1,
33,33,,,246105924610597+1904704+0,246105924610597+1905112+0,1,
33,33,,,246106024610656+1904717+0,246106024610656+1905123+0,1,
33,33,,,246107224610866+1904717+0,246107224610866+1905123+0,1,
33,33,,,246108724610877+1904718+0,246108724610877+1905124+0,1,
33,33,,,246103724610376+1904738+0,246103724610446+1905143+0,1,
33,33,,,246106024610651+1904742+0,246106024610651+1905146+0,1,
33,33,,,246108824610931+1904742+0,246108824610931+1905146+0,1,
33,33,,,246110024611776+1904759+0,246110024611776+1905158+0,1,
33,33,,,246105124610586+1904780+0,246105124610586+1905171+0,1,
33,33,,,246105924610597+1904781+0,246105924610597+1905172+0,1,
33,33,,,246103724610376+1904797+0,246103724610376+1905190+0,1,
33,33,,,246103824610527+1904798+0,246103824610527+1905191+0,1,
33,33,,,246106624610807+1904821+0,246106624610807+1905210+0,1,
33,33,,,246108824610931+1904824+0,246108824610931+1905212+0,1,
33,33,,,246103724610376+1904843+0,246103724610446+1905227+0,1,
33,33,,,246108824610931+1904870+0,246108824610931+1905243+0,1,
33,33,,,246107224610866+1904922+0,246107224610866+1905273+0,1,
33,33,,,246105924610597+1904923+0,246105924610597+1905274+0,1,
33,33,,,246106024610651+1904933+0,246106024610651+1905285+0,1,
33,33,,,246108824610931+1904933+0,246108824610931+1905285+0,1,
33,33,,,246106024610656+1904943+0,246106024610656+1905297+0,1,
33,33,,,246106024610656+1904954+0,246106024610656+1905309+0,1,
33,33,,,246107224610866+1904954+0,246107224610866+1905309+0,1,
33,33,,,246109424611717+1904966+0,246109424611717+1905313+0,1,
33,33,,,246108824610931+1904968+0,246108824610931+1905315+0,1,
33,33,,,246110024611776+1904968+0,246110024611776+1905315+0,1,
33,33,,,246105924610597+1904991+0,246105924610597+1905329+0,1,
33,33,,,246103824610527+1905049+0,246103824610527+1905367+0,1,
33,33,,,246106024610656+1905051+0,246106024610656+1905369+0,1,
33,33,,,246108824610936+1905051+0,246108824610936+1905369+0,1,
33,33,,,246110024611776+1905091+0,246103724611776+1905399+0,1,
33,33,,,246103824610527+1905092+0,246103824610527+1905400+0,1,
33,33,,,246103624611765+1901718+1,246103624611765+1904659+1,1,
33,33,,,246103324610402+1904060+0,246103924610402+1904470+0,1,
33,33,,,246108924610892+1904063+0,246108924610912+1904473+0,1,
33,33,,,246104724610563+1904065+0,246104624610563+1904473+0,1,
33,33,,,246106824610842+1904065+0,246106724610842+1904473+0,1,
33,33,,,246106724610844+1904074+0,246106724610844+1904485+1,1,
33,33,,,246108924610912+1904074+0,246108924610912+1904485+1,1,
33,33,,,246103624610435+1904083+1,246103624610435+1904488+1,1,
33,33,,,246106724610843+1904091+1,246106724610843+1904501+1,1,
33,33,,,246108924610912+1904091+1,246108924610912+1904501+1,1,
33,33,,,246103924610401+1904098+1,246103924610401+1904503+1,1,
33,33,,,246104624610563+1904101+1,246104624610563+1904507+1,1,
33,33,,,246108924610914+1904101+1,246108924610914+1904507+1,1,
33,33,,,246109524611753+1904101+1,246109524611753+1904507+1,1,
33,33,,,246106724610843+1904127+1,246106724610843+1904519+1,1,
33,33,,,246103424610343+1904148+0,246103424610343+1904533+0,1,
33,33,,,246106724610842+1904151+0,246106724610842+1904536+0,1,
33,33,,,246103624611765+1904163+0,246103624611765+1904546+0,1,
33,33,,,246106724610844+1904165+0,246106724610844+1904548+0,1,
33,33,,,246103324610332+1904171+0,246103324610342+1904549+0,1,
33,33,,,246104124610413+1904174+0,246104124610413+1904551+0,1,
33,33,,,246104624610564+1904175+0,246104624610564+1904552+0,1,
33,33,,,246108924610913+1904175+0,246108924610913+1904552+0,1,
33,33,,,246108924610914+1904175+0,246108924610914+1904552+0,1,
33,33,,,246109524611753+1904175+0,246109524611753+1904552+0,1,
33,33,,,246104624610561+1904184+0,246104624610561+1904556+0,1,
33,33,,,246103324610332+1904192+0,246103324610332+1904567+0,1,
33,33,,,246106124610632+1904196+0,246106124610632+1904571+0,1,
33,33,,,246106124610633+1904196+0,246106124610633+1904571+0,1,
33,33,,,246106724610843+1904196+0,246106724610843+1904571+0,1,
33,33,,,246104624610563+1904212+0,246104624610563+1904582+0,1,
33,33,,,246106124610633+1904212+0,246106124610633+1904582+0,1,
33,33,,,246106724610844+1904212+0,246106724610844+1904582+0,1,
33,33,,,246103624610435+1904219+0,246103624610435+1904590+0,1,
33,33,,,246108924610914+1904221+0,246108924610914+1904592+0,1,
33,33,,,246109524611754+1904221+0,246109524611754+1904592+0,1,
33,33,,,246103924610402+1904228+0,246103924610402+1904599+0,1,
33,33,,,246109524611751+1904232+0,246109524611751+1904602+0,1,
33,33,,,246105024611765+1904233+0,246103624611765+1904600+0,1,
33,33,,,246104624610562+1904257+1,246104624610562+1904626+1,1,
33,33,,,246108924610913+1904257+1,246108924610913+1904626+1,1,
33,33,,,246108924610914+1904257+1,246108924610914+1904626+1,1,
33,33,,,246104624610562+1904274+1,246104624610562+1904655+1,1,
33,33,,,246106724610843+1904274+1,246106724610843+1904655+1,1,
33,33,,,246104624610564+1904283+1,246104624610564+1904655+1,1,
33,33,,,246104624610563+1904295+1,246104624610563+1904660+1,1,
33,33,,,246106724610843+1904295+1,246106724610843+1904660+1,1,
33,33,,,246108924610913+1904295+1,246108924610913+1904660+1,1,
33,33,,,246109524611753+1904295+1,246109524611753+1904660+1,1,
33,33,,,246104624610562+1904301+1,246104624610562+1904660+1,1,
33,33,,,246106124610634+1904301+1,246106124610634+1904660+1,1,
33,33,,,246104624610562+1904315+1,246104624610562+1904678+1,1,
33,33,,,246109524611753+1904315+1,246109524611753+1904678+1,1,
33,33,,,246106724610841+1904337+1,246106724610841+1904688+1,1,
33,33,,,246109524611753+1904337+1,246109524611753+1904688+1,1,
33,33,,,246103924610402+1904364+1,246103924610402+1904956+1,1,
33,33,,,246106124610632+1904367+1,246106124610632+1904959+1,1,
33,33,,,246106724610841+1904367+1,246106724610841+1904959+1,1,
33,33,,,246109524611752+1904367+1,246109524611752+1904959+1,1,
33,33,,,246104624610561+1904376+1,246104624610561+1905067+1,1,
33,33,,,246106124610634+1904376+1,246106124610634+1905067+1,1,
33,33,,,246106724610843+1904376+1,246106724610843+1905067+1,1,
33,33,,,246104624610564+1904391+1,246104624610564+1905141+0,1,
33,33,,,246106724610843+1904391+1,246106724610843+1905141+0,1,
33,33,,,246108924610914+1904391+1,246108924610914+1905141+0,1,
33,33,,,246106724610841+1904402+0,246106724610841+1905225+0,1,
33,33,,,246103324610342+1904412+0,246103324610342+1905377+0,1,
33,33,,,246104624610561+1904415+0,246104624610561+1905379+0,1,
33,33,,,246108924610914+1904415+0,246108924610914+1905379+0,1,
33,33,,,246109524611753+1904415+0,246109524611753+1905379+0,1,
33,33,,,246109524611754+1904415+0,246109524611754+1905379+0,1,
33,33,,,246103324610342+1904424+0,246103324610332+1905414+0,1,
33,33,,,246104624610561+1904428+0,246104624610561+1905417+0,1,
33,33,,,246104624610562+1904428+0,246104624610562+1905417+0,1,
33,33,,,246106724610843+1904428+0,246106724610843+1905417+0,1,
33,33,,,246106724610844+1904428+0,246106724610844+1905417+0,1,
33,33,,,246108924610914+1904428+0,246108924610914+1905417+0,1,
33,33,,,246103924610401+1904444+0,246103924610401+1905426+0,1,
33,33,,,246104624610563+1904447+0,246104624610563+1905429+0,1,
33,33,,,246106724610841+1904447+0,246106724610841+1905429+0,1,
33,33,,,246106024610656+1904702+0,246106024610656+1905111+0,1,
33,33,,,246108824610936+1904702+0,246108824610936+1905111+0,1,
33,33,,,246103824610527+1904703+0,246103824610527+1905110+0,1,
33,33,,,246109424611717+1904715+0,246109424611717+1905121+0,1,
33,33,,,246105124610586+1904717+0,246105124610586+1905123+0,1,
33,33,,,246105124610586+1904725+0,246105124610586+1905129+0,1,
33,33,,,246110024611776+1904725+0,246110024611776+1905129+0,1,
33,33,,,246108724610877+1904726+0,246108724610877+1905130+0,1,
33,33,,,246106624610807+1904739+0,246106624610807+1905144+0,1,
33,33,,,246105924610597+1904743+0,246105924610597+1905147+0,1,
33,33,,,246106624610807+1904757+0,246106624610807+1905156+0,1,
33,33,,,246108824610936+1904759+0,246108824610936+1905158+0,1,
33,33,,,246107224610866+1904780+0,246107224610866+1905171+0,1,
33,33,,,246108824610936+1904780+0,246108824610936+1905171+0,1,
33,33,,,246104424610446+1904800+0,246104424610446+1905193+0,1,
33,33,,,246108824610936+1904801+0,246108824610936+1905194+0,1,
33,33,,,246105124610586+1904824+0,246105124610586+1905212+0,1,
33,33,,,246106024610651+1904824+0,246106024610651+1905212+0,1,
33,33,,,246107224610866+1904824+0,246107224610866+1905212+0,1,
33,33,,,246106624610807+1904844+0,246106624610807+1905228+0,1,
33,33,,,246109424611717+1904844+0,246109424611717+1905228+0,1,
33,33,,,246109424611717+1904867+0,246109424611717+1905240+0,1,
33,33,,,246110024611776+1904894+0,246110024611776+1905256+0,1,
33,33,,,246104424610446+1904910+0,246104424610446+1905266+0,1,
33,33,,,246105124610586+1904911+0,246105124610586+1905267+0,1,
33,33,,,246103724610446+1904919+0,246103724610376+1905269+0,1,
33,33,,,246106024610651+1904922+0,246106024610651+1905273+0,1,
33,33,,,246109424611717+1904931+0,246109424611717+1905283+0,1,
33,33,,,246110024611776+1904933+0,246110024611776+1905285+0,1,
33,33,,,246108724610877+1904934+0,246108724610877+1905286+0,1,
33,33,,,246103824610527+1904941+0,246103824610527+1905294+0,1,
33,33,,,246109424611717+1904941+0,246109424611717+1905294+0,1,
33,33,,,246106024610651+1904943+0,246106024610651+1905297+0,1,
33,33,,,246110024611776+1904943+0,246110024611776+1905297+0,1,
33,33,,,246103724610376+1904951+0,246103724610376+1905306+0,1,
33,33,,,246108824610936+1904968+0,246108824610936+1905315+0,1,
33,33,,,246108724610877+1904969+0,246108724610877+1905316+0,1,
33,33,,,246108824610931+1904990+0,246108824610931+1905328+0,1,
33,33,,,246103724610446+1905007+0,246103724610446+1905337+0,1,
33,33,,,246110024611776+1905010+0,246110024611776+1905340+0,1,
33,33,,,246106024610651+1905035+0,246106024610651+1905357+0,1,
33,33,,,246106024610656+1905035+0,246106024610656+1905357+0,1,
33,33,,,246110024611776+1905035+0,246110024611776+1905357+0,1,
33,33,,,246106624610807+1905049+0,246106624610807+1905367+0,1,
33,33,,,246107224610866+1905051+0,246107224610866+1905369+0,1,
33,33,,,246110024611776+1905051+0,246110024611776+1905369+0,1,
33,33,,,246108724610877+1905052+0,246108724610877+1905370+0,1,
33,33,,,246106624610807+1905070+0,246106624610807+1905382+0,1,
33,33,,,246106024610656+1905072+0,246106024610656+1905384+0,1,
33,33,,,246103624610365+1904062+0,246103624610435+1904471+0,1,
33,33,,,246106824610843+1904065+0,246106724610843+1904473+0,1,
33,33,,,246109624611752+1904065+0,246109524611752+1904473+0,1,
33,33,,,246109624611753+1904065+0,246109524611753+1904473+0,1,
33,33,,,246103924610402+1904071+0,246103924610402+1904481+1,1,
33,33,,,246103624611765+1904072+0,246103624610435+1904483+1,1,
33,33,,,246104124610413+1904073+0,246104124610413+1904484+1,1,
33,33,,,246106124610632+1904074+0,246106124610632+1904485+1,1,
33,33,,,246106724610841+1904074+0,246106724610841+1904485+1,1,
33,33,,,246104624610561+1904085+1,246104624610561+1904490+1,1,
33,33,,,246106124610634+1904085+1,246106124610634+1904490+1,1,
33,33,,,246108924610912+1904085+1,246108924610912+1904490+1,1,
33,33,,,246106724610844+1904091+1,246106724610844+1904501+1,1,
33,33,,,246109524611753+1904091+1,246109524611753+1904501+1,1,
33,33,,,246103324610343+1904098+1,246103424610343+1904504+1,1,
33,33,,,246106124610634+1904101+1,246106124610634+1904507+1,1,
33,33,,,246108924610913+1904101+1,246108924610913+1904507+1,1,
33,33,,,246109524611752+1904101+1,246109524611752+1904507+1,1,
33,33,,,246103624610435+1904125+1,246103624610435+1904517+1,1,
33,33,,,246104624610563+1904127+1,246104624610563+1904519+1,1,
33,33,,,246106724610844+1904151+0,246106724610844+1904536+0,1,
33,33,,,246106124610632+1904175+0,246106124610632+1904552+0,1,
33,33,,,246104624610562+1904184+0,246104624610562+1904556+0,1,
33,33,,,246106724610844+1904184+0,246106724610844+1904556+0,1,
33,33,,,246106124610634+1904196+0,246106124610634+1904571+0,1,
33,33,,,246105024611765+1904197+0,246105024611765+1904572+0,1,
33,33,,,246103424610343+1904209+0,246103424610343+1904579+0,1,
33,33,,,246106724610842+1904212+0,246106724610842+1904582+0,1,
33,33,,,246106724610843+1904212+0,246106724610843+1904582+0,1,
33,33,,,246109524611752+1904212+0,246109524611752+1904582+0,1,
33,33,,,246103324610332+1904217+0,246103324610342+1904589+0,1,
33,33,,,246103924610401+1904217+0,246103924610401+1904589+0,1,
33,33,,,246103424610343+1904218+0,246103324610343+1904589+0,1,
33,33,,,246104124610413+1904220+0,246104124610413+1904591+0,1,
33,33,,,246106724610842+1904221+0,246106724610842+1904592+0,1,
33,33,,,246103624610435+1904230+0,246103624611765+1904600+0,1,
33,33,,,246104624610563+1904232+0,246104624610563+1904602+0,1,
33,33,,,246104624610564+1904232+0,246104624610564+1904602+0,1,
33,33,,,246103624610435+1904255+1,246103624610435+1904624+1,1,
33,33,,,246104624610561+1904257+1,246104624610561+1904626+1,1,
33,33,,,246109524611751+1904257+1,246109524611751+1904626+1,1,
33,33,,,246103324610332+1904270+1,246103324610342+1904652+1,1,
33,33,,,246106124610632+1904274+1,246106124610632+1904655+1,1,
33,33,,,246106124610633+1904274+1,246106124610633+1904655+1,1,
33,33,,,246106124610634+1904274+1,246106124610634+1904655+1,1,
33,33,,,246109524611754+1904274+1,246109524611754+1904655+1,1,
33,33,,,246104624610562+1904283+1,246104624610562+1904655+1,1,
33,33,,,246106124610632+1904283+1,246106124610632+1904655+1,1,
33,33,,,246105024611765+1904284+1,246105024611765+1904656+1,1,
33,33,,,246106724610844+1904295+1,246106724610844+1904660+1,1,
33,33,,,246106124610633+1904301+1,246106124610633+1904660+1,1,
33,33,,,246106724610843+1904315+1,246106724610843+1904678+1,1,
33,33,,,246106124610633+1904337+1,246106124610633+1904688+1,1,
33,33,,,246108924610913+1904337+1,246108924610913+1904688+1,1,
33,33,,,246104624610563+1904367+1,246104624610563+1904959+1,1,
33,33,,,246106124610633+1904367+1,246106124610633+1904959+1,1,
33,33,,,246104624610563+1904376+1,246104624610563+1905067+1,1,
33,33,,,246104624610564+1904376+1,246104624610564+1905067+1,1,
33,33,,,246106724610842+1904376+1,246106724610842+1905067+1,1,
33,33,,,246108924610914+1904376+1,246108924610914+1905067+1,1,
33,33,,,246109524611752+1904391+1,246109524611752+1905141+0,1,
33,33,,,246109524611754+1904391+1,246109524611754+1905141+0,1,
33,33,,,246109524611751+1904402+0,246109524611751+1905225+0,1,
33,33,,,246109524611752+1904402+0,246109524611752+1905225+0,1,
33,33,,,246103924610402+1904412+0,246103924610402+1905377+0,1,
33,33,,,246104624610562+1904415+0,246104624610562+1905379+0,1,
33,33,,,246106124610633+1904415+0,246106124610633+1905379+0,1,
33,33,,,246106124610634+1904415+0,246106124610634+1905379+0,1,
33,33,,,246106724610842+1904415+0,246106724610842+1905379+0,1,
33,33,,,246109524611751+1904415+0,246109524611751+1905379+0,1,
33,33,,,246103924610402+1904424+0,246103924610402+1905414+0,1,
33,33,,,246104324610435+1904427+0,246103624611765+1905416+0,1,
33,33,,,246106124610634+1904428+0,246106124610634+1905417+0,1,
33,33,,,246108924610913+1904428+0,246108924610913+1905417+0,1,
33,33,,,246103624610435+1904445+0,246103624611765+1905427+0,1,
33,33,,,246106124610632+1904447+0,246106124610632+1905429+0,1,
33,33,,,246106724610842+1904447+0,246106724610842+1905429+0,1,
33,33,,,246109524611752+1904447+0,246109524611752+1905429+0,1,
33,33,,,246103324610365+1904455+0,246103324610365+1905434+0,1,
33,33,,,246103924610413+1904456+0,246103924610413+1905435+0,1,
33,33,,,246109424611717+1904703+0,246109424611717+1905110+0,1,
33,33,,,246103724610446+1904722+0,246103724610446+1905126+0,1,
33,33,,,246108824610931+1904725+0,246108824610931+1905129+0,1,
33,33,,,246103724610446+1904756+0,246103724610446+1905155+0,1,
33,33,,,246106024610651+1904759+0,246106024610651+1905158+0,1,
33,33,,,246103724610376+1904776+0,246103724610376+1905167+0,1,
33,33,,,246106024610656+1904801+0,246106024610656+1905194+0,1,
33,33,,,246110024611776+1904824+0,246110024611776+1905212+0,1,
33,33,,,246108824610936+1904847+0,246108824610936+1905230+0,1,
33,33,,,246105924610597+1904871+0,246105924610597+1905244+0,1,
33,33,,,246106624610807+1904891+0,246106624610807+1905253+0,1,
33,33,,,246108824610931+1904894+0,246108824610931+1905256+0,1,
33,33,,,246108824610936+1904911+0,246108824610936+1905267+0,1,
33,33,,,246108824610931+1904922+0,246108824610931+1905273+0,1,
33,33,,,246108824610936+1904922+0,246108824610936+1905273+0,1,
33,33,,,246104424610446+1904932+0,246104424610446+1905284+0,1,
33,33,,,246108724610877+1904944+0,246108724610877+1905298+0,1,
33,33,,,246106624610807+1904952+0,246106624610807+1905307+0,1,
33,33,,,246109424611717+1904952+0,246109424611717+1905307+0,1,
33,33,,,246105124610586+1904954+0,246105124610586+1905309+0,1,
33,33,,,246108824610931+1904954+0,246108824610931+1905309+0,1,
33,33,,,246110024611776+1904954+0,246110024611776+1905309+0,1,
33,33,,,246103724610446+1904965+0,246103724610446+1905312+0,1,
33,33,,,246107224610866+1905010+0,246107224610866+1905340+0,1,
33,33,,,246108724610877+1905036+0,246108724610877+1905358+0,1,
33,33,,,246105124610586+1905051+0,246105124610586+1905369+0,1,
33,33,,,246106024610651+1905051+0,246106024610651+1905369+0,1,
33,33,,,246106024610656+1905091+0,246103724611776+1905399+0,1,
33,33,,,246106624610807+1905092+0,246106624610807+1905400+0,1,
33,33,,,246109424611717+1905092+0,246109424611717+1905400+0,1,
68,68,,,246107224610866+1905941+0,246107224610866+1905486+0,1,
68,68,,,246108824610936+1905958+0,246108824610936+1905494+0,1,
68,68,,,246107224610866+1905976+0,246107224610866+1905503+0,1,
68,68,,,246108824610931+1905976+0,246108824610931+1905503+0,1,
68,68,,,246108824610936+1905976+0,246108824610936+1905503+0,1,
68,68,,,246103624610435+1901651+1,246103624610435+1901291+0,1,
68,68,,,246103624611765+1901991+1,246105024611765+1901280+1,1,
68,68,,,246106124610634+1901992+1,246106124610634+1901279+1,1,
68,68,,,246106724610842+1901992+1,246106724610842+1901279+1,1,
68,68,,,246104624610562+1902046+1,246104624610562+1901292+0,1,
68,68,,,246106724610842+1902046+1,246106724610842+1901292+0,1,
68,68,,,246109524611751+1902046+1,246109524611751+1901292+0,1,
68,68,,,246103724610446+1905939+0,246103724610446+1905484+0,1,
68,68,,,246110024611776+1905958+0,246110024611776+1905494+0,1,
68,68,,,246103824610527+1905975+0,246103824610527+1905501+0,1,
68,68,,,246105124610586+1905976+0,246105124610586+1905503+0,1,
68,68,,,246103924610401+1901990+1,246103924610401+1901277+1,1,
68,68,,,246104624610561+1901992+1,246104624610561+1901279+1,1,
68,68,,,246106124610633+1901992+1,246106124610633+1901279+1,1,
68,68,,,246109524611752+1901992+1,246109524611752+1901279+1,1,
68,68,,,246104624610563+1902046+1,246104624610563+1901292+0,1,
68,68,,,246104624610564+1902046+1,246104624610564+1901292+0,1,
68,68,,,246106724610843+1902046+1,246106724610843+1901292+0,1,
68,68,,,246108924610914+1902046+1,246108924610914+1901292+0,1,
68,68,,,246106024610656+1905924+0,246106024610656+1905479+0,1,
68,68,,,246110024611776+1905924+0,246110024611776+1905479+0,1,
68,68,,,246106624610807+1905940+0,246106624610807+1905485+0,1,
68,68,,,246105924610597+1905942+0,246105924610597+1905487+0,1,
68,68,,,246106024610651+1905976+0,246106024610651+1905503+0,1,
68,68,,,246104624610562+1901992+1,246104624610562+1901279+1,1,
68,68,,,246106124610632+1901992+1,246106124610632+1901279+1,1,
68,68,,,246109524611751+1901992+1,246109524611751+1901279+1,1,
68,68,,,246109524611753+1901992+1,246109524611753+1901279+1,1,
68,68,,,246104624610561+1902046+1,246104624610561+1901292+0,1,
68,68,,,246106124610633+1902046+1,246106124610633+1901292+0,1,
68,68,,,246109524611753+1902046+1,246109524611753+1901292+0,1,
68,68,,,246107224610866+1905924+0,246107224610866+1905479+0,1,
68,68,,,246105124610586+1905941+0,246105124610586+1905486+0,1,
68,68,,,246108824610931+1905941+0,246108824610931+1905486+0,1,
68,68,,,246108824610936+1905941+0,246108824610936+1905486+0,1,
68,68,,,246105124610866+1905958+0,246105124610586+1905494+0,1,
68,68,,,246105924610597+1905959+0,246105924610597+1905495+0,1,
68,68,,,246108724610877+1905959+0,246108724610877+1905495+0,1,
68,68,,,246103724610446+1905974+0,246103724610376+1905500+0,1,
68,68,,,246109424611717+1905975+0,246109424611717+1905501+0,1,
68,68,,,246103324610343+1901990+1,246103324610343+1901277+1,1,
68,68,,,246103624611765+1901991+1,246103624610435+1901278+1,1,
68,68,,,246108924610912+1901992+1,246108924610912+1901279+1,1,
68,68,,,246109524611752+1902046+1,246109524611752+1901292+0,1,
68,68,,,246103724610446+1905922+0,246103724610446+1905478+0,1,
68,68,,,246106024610651+1905924+0,246106024610651+1905479+0,1,
68,68,,,246106024610656+1905941+0,246106024610656+1905486+0,1,
68,68,,,246108724610877+1905942+0,246108724610877+1905487+0,1,
68,68,,,246103724610446+1905956+0,246103724610446+1905492+0,1,
68,68,,,246103724610446+1905974+0,246104424610446+1905502+0,1,
68,68,,,246106624610807+1905975+0,246106624610807+1905501+0,1,
68,68,,,246103924610402+1901990+1,246103924610402+1901277+1,1,
68,68,,,246104624610564+1901992+1,246104624610564+1901279+1,1,
68,68,,,246106124610634+1902046+1,246106124610634+1901292+0,1,
68,68,,,246108924610913+1902046+1,246108924610913+1901292+0,1,
68,68,,,246108824610931+1905924+0,246108824610931+1905479+0,1,
68,68,,,246108824610936+1905924+0,246108824610936+1905479+0,1,
68,68,,,246106024610651+1905941+0,246106024610651+1905486+0,1,
68,68,,,246110024611776+1905941+0,246110024611776+1905486+0,1,
68,68,,,246110024611776+1905976+0,246110024611776+1905503+0,1,
68,68,,,246105924610597+1905977+0,246105924610597+1905504+0,1,
68,68,,,246108924610914+1901992+1,246108924610914+1901279+1,1,
68,68,,,246106724610841+1902046+1,246106724610841+1901292+0,1,
68,68,,,246106724610844+1902046+1,246106724610844+1901292+0,1,
68,68,,,246109524611754+1902046+1,246109524611754+1901292+0,1,
68,68,,,246103824610527+1905940+0,246103824610527+1905485+0,1,
68,68,,,246106624610807+1905957+0,246106624610807+1905493+0,1,
68,68,,,246109424611717+1905957+0,246109424611717+1905493+0,1,
68,68,,,246105024611765+1901652+1,246105024611765+1901293+0,1,
68,68,,,246106724610841+1901992+1,246106724610841+1901279+1,1,
68,68,,,246106724610843+1901992+1,246106724610843+1901279+1,1,
68,68,,,246108924610912+1902046+1,246108924610912+1901292+0,1,
68,68,,,246105124610586+1905924+0,246105124610586+1905479+0,1,
68,68,,,246109424611717+1905940+0,246109424611717+1905485+0,1,
68,68,,,246103824610527+1905957+0,246103824610527+1905493+0,1,
68,68,,,246105124610866+1905958+0,246106024610656+1905494+0,1,
68,68,,,246105124610866+1905958+0,246107224610866+1905494+0,1,
68,68,,,246108824610931+1905958+0,246108824610931+1905494+0,1,
68,68,,,246106024610656+1905976+0,246106024610656+1905503+0,1,
68,68,,,246108724610877+1905977+0,246108724610877+1905504+0,1,
68,68,,,246103324610342+1901990+1,246103324610342+1901277+1,1,
68,68,,,246104624610563+1901992+1,246104624610563+1901279+1,1,
68,68,,,246106724610844+1901992+1,246106724610844+1901279+1,1,
68,68,,,246108924610913+1901992+1,246108924610913+1901279+1,1,
68,68,,,246109524611754+1901992+1,246109524611754+1901279+1,1,
68,68,,,246106124610632+1902046+1,246106124610632+1901292+0,1,
94,94,,,246103724610446+1905950+0,246103724610446+1906236+0,1,
