from_stop_id,to_stop_id,from_route_id,to_route_id,from_trip_id,to_trip_id,transfer_type,min_transfer_time
124,124,,,246105124610586+1902690+0,246105124610586+1903580+0,1,
124,124,,,246108824610936+1902690+0,246108824610936+1903580+0,1,
124,124,,,246110024611776+1902690+0,246110024611776+1903580+0,1,
124,124,,,246107224610866+1902706+0,246107224610866+1903597+0,1,
124,124,,,246105924610597+1902739+0,246105924610597+1903622+0,1,
124,124,,,246108824610931+1902760+0,246108824610931+1903638+0,1,
124,124,,,246110024611776+1902760+0,246110024611776+1903638+0,1,
124,124,,,246105024611765+1899312+0,246103624611765+1900172+0,1,
124,124,,,246106124610633+1899331+0,246106124610633+1900183+0,1,
124,124,,,246103924610402+1899345+0,246103924610402+1900189+0,1,
124,124,,,246109524611752+1899349+0,246109524611752+1900192+0,1,
124,124,,,246109524611753+1899349+0,246109524611753+1900192+0,1,
124,124,,,246103924610402+1899430+1,246103924610402+1900242+1,1,
124,124,,,246106724610841+1899434+1,246106724610841+1900244+1,1,
124,124,,,246105024611765+1899435+1,246105024611765+1900245+1,1,
124,124,,,246105124610586+1902781+0,246105124610586+1903650+0,1,
124,124,,,246106624610807+1902804+0,246106624610807+1903664+0,1,
124,124,,,246106024610651+1902850+0,246106024610651+1903690+0,1,
124,124,,,246103324610332+1899519+1,246103324610342+1900267+0,1,
124,124,,,246106724610843+1899523+1,246106724610843+1900270+0,1,
124,124,,,246109524611751+1899523+1,246109524611751+1900270+0,1,
124,124,,,246109524611753+1899523+1,246109524611753+1900270+0,1,
124,124,,,246106724610843+1899544+0,246106724610843+1900274+0,1,
124,124,,,246109524611753+1899544+0,246109524611753+1900274+0,1,
124,124,,,246103324610332+1899560+0,246103324610342+1900278+0,1,
124,124,,,246103424610343+1899561+0,246103324610343+1900278+0,1,
124,124,,,246104124610413+1899563+0,246104124610413+1900280+0,1,
124,124,,,246108724610877+1902851+0,246108724610877+1903691+0,1,
124,124,,,246103824610527+1902873+0,246103824610527+1903705+0,1,
124,124,,,246106024610656+1902875+0,246106024610656+1903707+0,1,
124,124,,,246110024611776+1902875+0,246110024611776+1903707+0,1,
124,124,,,246103724610446+1902894+0,246103724610446+1903716+0,1,
124,124,,,246105924610597+1902924+0,246105924610597+1903732+0,1,
124,124,,,246109424611717+1902941+0,246109424611717+1903741+0,1,
124,124,,,246107224610866+1902943+0,246107224610866+1903743+0,1,
124,124,,,246110024611776+1902943+0,246110024611776+1903743+0,1,
124,124,,,246108824610936+1902964+0,246108824610936+1903755+0,1,
124,124,,,246108824610936+1902986+0,246108824610936+1903771+0,1,
124,124,,,246105124610586+1903002+0,246105124610586+1903783+0,1,
124,124,,,246110024611776+1903002+0,246110024611776+1903783+0,1,
124,124,,,246106724610841+1899777+0,246106724610841+1900155+0,1,
124,124,,,246106724610843+1899777+0,246106724610843+1900155+0,1,
124,124,,,246108924610912+1899777+0,246108924610912+1900155+0,1,
124,124,,,246108924610914+1899777+0,246108924610914+1900155+0,1,
124,124,,,246109524611752+1899777+0,246109524611752+1900155+0,1,
124,124,,,246103924610401+1899783+0,246103924610401+1900157+0,1,
124,124,,,246103924610402+1899783+0,246103924610402+1900157+0,1,
124,124,,,246104124610413+1899811+0,246104124610413+1900169+0,1,
124,124,,,246108924610913+1899812+0,246108924610913+1900170+0,1,
124,124,,,246109524611751+1899812+0,246109524611751+1900170+0,1,
124,124,,,246109524611752+1899812+0,246109524611752+1900170+0,1,
124,124,,,246104624610561+1899825+0,246104624610561+1900174+0,1,
124,124,,,246106724610842+1899825+0,246106724610842+1900174+0,1,
124,124,,,246106724610843+1899845+0,246106724610843+1900183+0,1,
124,124,,,246106724610844+1899845+0,246106724610844+1900183+0,1,
124,124,,,246109524611752+1899845+0,246109524611752+1900183+0,1,
124,124,,,246105024611765+1899846+0,246103624611765+1900181+0,1,
124,124,,,246103624610365+1899861+0,246103624610435+1900190+0,1,
124,124,,,246104624610564+1899864+0,246104624610564+1900192+0,1,
124,124,,,246108824610936+1903115+0,246108824610936+1903568+0,1,
124,124,,,246108724610877+1903116+0,246108724610877+1903569+0,1,
124,124,,,246103724610446+1903143+0,246103724610446+1903594+0,1,
124,124,,,246106024610651+1903146+0,246106024610651+1903597+0,1,
124,124,,,246103824610527+1903160+0,246103824610527+1903607+0,1,
124,124,,,246108824610931+1903162+0,246108824610931+1903609+0,1,
124,124,,,246103824610527+1903176+0,246103824610527+1903619+0,1,
124,124,,,246109424611717+1903176+0,246109424611717+1903619+0,1,
124,124,,,246109424611717+1903204+0,246109424611717+1903636+0,1,
124,124,,,246103424610343+1900049+0,246103324610343+1900267+0,1,
124,124,,,246104624610564+1900052+0,246104624610564+1900270+0,1,
124,124,,,246109524611753+1900052+0,246109524611753+1900270+0,1,
124,124,,,246103824610527+1903258+0,246103824610527+1903664+0,1,
124,124,,,246108824610931+1903284+0,246108824610931+1903678+0,1,
124,124,,,246105924610597+1903307+0,246105924610597+1903691+0,1,
124,124,,,246104624610563+1900067+0,246104624610563+1900274+0,1,
124,124,,,246106724610842+1900067+0,246106724610842+1900274+0,1,
124,124,,,246106724610843+1900067+0,246106724610843+1900274+0,1,
124,124,,,246108924610912+1900067+0,246108924610912+1900274+0,1,
124,124,,,246109524611752+1900067+0,246109524611752+1900274+0,1,
124,124,,,246106124610632+1900084+0,246106124610632+1900281+0,1,
124,124,,,246109524611753+1900084+0,246109524611753+1900281+0,1,
124,124,,,246109524611754+1900084+0,246109524611754+1900281+0,1,
124,124,,,246106724610841+1900116+0,246106724610841+1900298+0,1,
124,124,,,246106724610843+1900116+0,246106724610843+1900298+0,1,
124,124,,,246108924610913+1900116+0,246108924610913+1900298+0,1,
124,124,,,246105124611776+1903353+0,246105124610586+1903719+0,1,
124,124,,,246105124611776+1903353+0,246107224610866+1903719+0,1,
124,124,,,246105124611776+1903353+0,246110024611776+1903719+0,1,
124,124,,,246108724610877+1903355+0,246108724610877+1903720+0,1,
124,124,,,246103724610446+1903376+0,246103724610446+1903728+0,1,
124,124,,,246106624610807+1903377+0,246106624610807+1903729+0,1,
124,124,,,246106024610656+1903379+0,246106024610656+1903731+0,1,
124,124,,,246108824610936+1903404+0,246108824610936+1903743+0,1,
124,124,,,246103724610446+1903423+0,246103724610446+1903752+0,1,
124,124,,,246106024610651+1903426+0,246106024610651+1903755+0,1,
124,124,,,246107224610866+1903426+0,246107224610866+1903755+0,1,
124,124,,,246106624610807+1903450+0,246106624610807+1903769+0,1,
124,124,,,246108724610877+1903470+0,246108724610877+1903784+0,1,
124,124,,,246103724610586+1903511+0,246103724610586+1903818+0,1,
124,124,,,246106624610807+1903512+0,246106624610807+1903819+0,1,
124,124,,,246103924610401+1899238+1,246103924610401+1900152+0,1,
124,124,,,246104624610562+1899241+1,246104624610562+1900155+0,1,
124,124,,,246109524611752+1899241+1,246109524611752+1900155+0,1,
124,124,,,246106124610633+1899261+0,246106124610633+1900160+0,1,
124,124,,,246106724610844+1899261+0,246106724610844+1900160+0,1,
124,124,,,246109524611753+1899261+0,246109524611753+1900160+0,1,
124,124,,,246103324610332+1899291+0,246103324610342+1900167+0,1,
124,124,,,246106724610844+1899295+0,246106724610844+1900170+0,1,
124,124,,,246109524611751+1899295+0,246109524611751+1900170+0,1,
124,124,,,246103724610446+1902687+0,246103724610446+1903577+0,1,
124,124,,,246106024610651+1902690+0,246106024610651+1903580+0,1,
124,124,,,246107224610866+1902690+0,246107224610866+1903580+0,1,
124,124,,,246106624610807+1902704+0,246106624610807+1903595+0,1,
124,124,,,246106024610651+1902706+0,246106024610651+1903597+0,1,
124,124,,,246110024611776+1902706+0,246110024611776+1903597+0,1,
124,124,,,246110024611776+1902722+0,246110024611776+1903609+0,1,
124,124,,,246103824610527+1902736+0,246103824610527+1903619+0,1,
124,124,,,246109424611717+1902736+0,246109424611717+1903619+0,1,
124,124,,,246106024610656+1902738+0,246106024610656+1903621+0,1,
124,124,,,246103724610446+1902757+0,246103724610446+1903635+0,1,
124,124,,,246106624610807+1902758+0,246106624610807+1903636+0,1,
124,124,,,246104124610413+1899348+0,246104124610413+1900191+0,1,
124,124,,,246104624610561+1899349+0,246104624610561+1900192+0,1,
124,124,,,246104624610562+1899349+0,246104624610562+1900192+0,1,
124,124,,,246104624610563+1899349+0,246104624610563+1900192+0,1,
124,124,,,246106124610632+1899349+0,246106124610632+1900192+0,1,
124,124,,,246106124610634+1899349+0,246106124610634+1900192+0,1,
124,124,,,246106724610844+1899349+0,246106724610844+1900192+0,1,
124,124,,,246109524611754+1899349+0,246109524611754+1900192+0,1,
124,124,,,246104624610561+1899434+1,246104624610561+1900244+1,1,
124,124,,,246104624610564+1899434+1,246104624610564+1900244+1,1,
124,124,,,246106124610633+1899434+1,246106124610633+1900244+1,1,
124,124,,,246110024611776+1902781+0,246110024611776+1903650+0,1,
124,124,,,246103824610527+1902804+0,246103824610527+1903664+0,1,
124,124,,,246108724610877+1902807+0,246108724610877+1903667+0,1,
124,124,,,246106624610807+1902825+0,246106624610807+1903676+0,1,
124,124,,,246105124610586+1902827+0,246105124610586+1903678+0,1,
124,124,,,246106024610651+1902827+0,246106024610651+1903678+0,1,
124,124,,,246110024611776+1902827+0,246110024611776+1903678+0,1,
124,124,,,246106624610807+1902848+0,246106624610807+1903688+0,1,
124,124,,,246104124610413+1899522+1,246104124610413+1900269+0,1,
124,124,,,246106124610633+1899523+1,246106124610633+1900270+0,1,
124,124,,,246106724610841+1899523+1,246106724610841+1900270+0,1,
124,124,,,246108924610914+1899523+1,246108924610914+1900270+0,1,
124,124,,,246109524611754+1899523+1,246109524611754+1900270+0,1,
124,124,,,246106124610633+1899544+0,246106124610633+1900274+0,1,
124,124,,,246106724610842+1899544+0,246106724610842+1900274+0,1,
124,124,,,246106724610844+1899544+0,246106724610844+1900274+0,1,
124,124,,,246109524611751+1899544+0,246109524611751+1900274+0,1,
124,124,,,246105024611765+1899545+0,246103624611765+1900272+0,1,
124,124,,,246103924610401+1899560+0,246103924610401+1900278+0,1,
124,124,,,246106724610842+1899564+0,246106724610842+1900281+0,1,
124,124,,,246109524611752+1899564+0,246109524611752+1900281+0,1,
124,124,,,246106624610807+1902895+0,246106624610807+1903717+0,1,
124,124,,,246109424611717+1902895+0,246109424611717+1903717+0,1,
124,124,,,246105124610586+1902897+0,246105124610586+1903719+0,1,
124,124,,,246106024610651+1902897+0,246106024610651+1903719+0,1,
124,124,,,246107224610866+1902897+0,246107224610866+1903719+0,1,
124,124,,,246108824610931+1902897+0,246108824610931+1903719+0,1,
124,124,,,246108824610931+1902923+0,246108824610931+1903731+0,1,
124,124,,,246108824610936+1902923+0,246108824610936+1903731+0,1,
124,124,,,246103824610527+1902941+0,246103824610527+1903741+0,1,
124,124,,,246103324610343+1899774+0,246103324610343+1900152+0,1,
124,124,,,246103624611765+1899775+0,246105024611765+1900156+0,1,
124,124,,,246105124610586+1902964+0,246105124610586+1903755+0,1,
124,124,,,246106024610651+1902964+0,246106024610651+1903755+0,1,
124,124,,,246105224610527+1902965+0,246103824610527+1903753+0,1,
124,124,,,246106624610807+1902965+0,246106624610807+1903753+0,1,
124,124,,,246106024610651+1902986+0,246106024610651+1903771+0,1,
124,124,,,246108724610877+1902987+0,246108724610877+1903772+0,1,
124,124,,,246103724610446+1902999+0,246103724610446+1903780+0,1,
124,124,,,246103824610527+1903000+0,246103824610527+1903781+0,1,
124,124,,,246106624610807+1903000+0,246106624610807+1903781+0,1,
124,124,,,246104624610562+1899777+0,246104624610562+1900155+0,1,
124,124,,,246104624610564+1899777+0,246104624610564+1900155+0,1,
124,124,,,246103324610343+1899783+0,246103324610343+1900157+0,1,
124,124,,,246104624610563+1899786+0,246104624610563+1900160+0,1,
124,124,,,246106124610633+1899786+0,246106124610633+1900160+0,1,
124,124,,,246108924610912+1899786+0,246108924610912+1900160+0,1,
124,124,,,246108924610913+1899786+0,246108924610913+1900160+0,1,
124,124,,,246109524611752+1899786+0,246109524611752+1900160+0,1,
124,124,,,246106124610632+1899812+0,246106124610632+1900170+0,1,
124,124,,,246106724610843+1899812+0,246106724610843+1900170+0,1,
124,124,,,246109524611753+1899812+0,246109524611753+1900170+0,1,
124,124,,,246109524611751+1899825+0,246109524611751+1900174+0,1,
124,124,,,246103624610435+1899843+0,246103624611765+1900181+0,1,
124,124,,,246106724610841+1899845+0,246106724610841+1900183+0,1,
124,124,,,246108924610914+1899845+0,246108924610914+1900183+0,1,
124,124,,,246109524611753+1899845+0,246109524611753+1900183+0,1,
124,124,,,246103924610402+1899859+0,246103924610402+1900189+0,1,
124,124,,,246104624610563+1899864+0,246104624610563+1900192+0,1,
124,124,,,246109524611751+1899864+0,246109524611751+1900192+0,1,
124,124,,,246106024610656+1903115+0,246106024610656+1903568+0,1,
124,124,,,246107224610866+1903115+0,246107224610866+1903568+0,1,
124,124,,,246106624610807+1903125+0,246106624610807+1903578+0,1,
124,124,,,246103824610457+1903144+0,246103824610527+1903595+0,1,
124,124,,,246105224610527+1903147+0,246103824610527+1903595+0,1,
124,124,,,246107224610866+1903162+0,246107224610866+1903609+0,1,
124,124,,,246108824610931+1903178+0,246108824610931+1903621+0,1,
124,124,,,246103724610446+1903203+0,246103724610446+1903635+0,1,
124,124,,,246103824610527+1903204+0,246103824610527+1903636+0,1,
124,124,,,246105124610586+1903206+0,246105124610586+1903638+0,1,
124,124,,,246106024610651+1903206+0,246106024610651+1903638+0,1,
124,124,,,246105124610866+1903231+0,246106024610656+1903650+0,1,
124,124,,,246105124610866+1903231+0,246107224610866+1903650+0,1,
124,124,,,246108824610931+1903231+0,246108824610931+1903650+0,1,
124,124,,,246103924610401+1900048+0,246103924610401+1900267+0,1,
124,124,,,246106124610632+1900052+0,246106124610632+1900270+0,1,
124,124,,,246106724610843+1900052+0,246106724610843+1900270+0,1,
124,124,,,246109524611751+1900052+0,246109524611751+1900270+0,1,
124,124,,,246105924610597+1903261+0,246105924610597+1903667+0,1,
124,124,,,246106624610807+1903282+0,246106624610807+1903676+0,1,
124,124,,,246110024611776+1903284+0,246110024611776+1903678+0,1,
124,124,,,246108724610877+1903285+0,246108724610877+1903679+0,1,
124,124,,,246103724610446+1903303+0,246103724610446+1903687+0,1,
124,124,,,246103824610527+1903304+0,246103824610527+1903688+0,1,
124,124,,,246108824610936+1903306+0,246108824610936+1903690+0,1,
124,124,,,246108824610931+1903329+0,246108824610931+1903707+0,1,
124,124,,,246106124610634+1900067+0,246106124610634+1900274+0,1,
124,124,,,246108924610914+1900067+0,246108924610914+1900274+0,1,
124,124,,,246109524611754+1900067+0,246109524611754+1900274+0,1,
124,124,,,246103924610402+1900080+0,246103924610402+1900278+0,1,
124,124,,,246104624610564+1900084+0,246104624610564+1900281+0,1,
124,124,,,246103324610332+1900111+0,246103324610362+1900296+0,1,
124,124,,,246103924610401+1900111+0,246103924610431+1900296+0,1,
124,124,,,246103924610402+1900111+0,246103924610432+1900296+0,1,
124,124,,,246106124610633+1900116+0,246106124610633+1900298+0,1,
124,124,,,246108924610912+1900116+0,246108924610912+1900298+0,1,
124,124,,,246105924610597+1903355+0,246105924610597+1903720+0,1,
124,124,,,246110024611776+1903379+0,246110024611776+1903731+0,1,
124,124,,,246110024611776+1903404+0,246110024611776+1903743+0,1,
124,124,,,246106624610807+1903424+0,246106624610807+1903753+0,1,
124,124,,,246106024610656+1903452+0,246106024610656+1903771+0,1,
124,124,,,246108824610936+1903452+0,246108824610936+1903771+0,1,
124,124,,,246105924610597+1903453+0,246105924610597+1903772+0,1,
124,124,,,246108724610877+1903513+0,246108724610877+1903820+0,1,
124,124,,,246104224610424+1901342+0,246104224610424+1901501+0,1,
124,124,,,246104124610413+1901447+1,246104124610413+1901513+0,1,
124,124,,,246103324610342+1899238+1,246103324610342+1900152+0,1,
124,124,,,246104124610413+1899240+1,246104124610413+1900154+0,1,
124,124,,,246106724610844+1899241+1,246106724610844+1900155+0,1,
124,124,,,246103324610332+1899257+0,246103324610342+1900157+0,1,
124,124,,,246103924610401+1899257+0,246103924610401+1900157+0,1,
124,124,,,246109524611751+1899261+0,246109524611751+1900160+0,1,
124,124,,,246105024611765+1899262+0,246105024611765+1900161+0,1,
124,124,,,246104124610413+1899294+0,246104124610413+1900169+0,1,
124,124,,,246104624610563+1899295+0,246104624610563+1900170+0,1,
124,124,,,246106724610842+1899295+0,246106724610842+1900170+0,1,
124,124,,,246108924610912+1899295+0,246108924610912+1900170+0,1,
124,124,,,246103924610401+1899307+0,246103924610401+1900171+0,1,
124,124,,,246103424610343+1899308+0,246103324610343+1900171+0,1,
124,124,,,246103624610435+1899309+0,246103624611765+1900172+0,1,
124,124,,,246104124610413+1899310+0,246104124610413+1900173+0,1,
124,124,,,246108724610877+1902691+0,246108724610877+1903581+0,1,
124,124,,,246106624610807+1902720+0,246106624610807+1903607+0,1,
124,124,,,246106024610651+1902722+0,246106024610651+1903609+0,1,
124,124,,,246108824610931+1902722+0,246108824610931+1903609+0,1,
124,124,,,246103724610446+1902735+0,246103724610446+1903618+0,1,
124,124,,,246108724610877+1902739+0,246108724610877+1903622+0,1,
124,124,,,246103924610402+1899327+0,246103924610402+1900180+0,1,
124,124,,,246106724610841+1899331+0,246106724610841+1900183+0,1,
124,124,,,246103424610343+1899346+0,246103324610343+1900189+0,1,
124,124,,,246106724610841+1899349+0,246106724610841+1900192+0,1,
124,124,,,246106724610842+1899349+0,246106724610842+1900192+0,1,
124,124,,,246109524611751+1899349+0,246109524611751+1900192+0,1,
124,124,,,246106124610632+1899434+1,246106124610632+1900244+1,1,
124,124,,,246108924610914+1899434+1,246108924610914+1900244+1,1,
124,124,,,246109524611752+1899434+1,246109524611752+1900244+1,1,
124,124,,,246109524611754+1899434+1,246109524611754+1900244+1,1,
124,124,,,246103824610527+1902779+0,246103824610527+1903648+0,1,
124,124,,,246106624610807+1902779+0,246106624610807+1903648+0,1,
124,124,,,246106024610651+1902781+0,246106024610651+1903650+0,1,
124,124,,,246108824610931+1902781+0,246108824610931+1903650+0,1,
124,124,,,246107224610866+1902806+0,246107224610866+1903666+0,1,
124,124,,,246106024610656+1902827+0,246106024610656+1903678+0,1,
124,124,,,246107224610866+1902827+0,246107224610866+1903678+0,1,
124,124,,,246108824610931+1902827+0,246108824610931+1903678+0,1,
124,124,,,246108724610877+1902828+0,246108724610877+1903679+0,1,
124,124,,,246108824610931+1902850+0,246108824610931+1903690+0,1,
124,124,,,246108824610936+1902850+0,246108824610936+1903690+0,1,
124,124,,,246103624611765+1899521+1,246103624611765+1900268+0,1,
124,124,,,246108924610912+1899523+1,246108924610912+1900270+0,1,
124,124,,,246103324610332+1899540+0,246103324610342+1900271+0,1,
124,124,,,246104624610563+1899544+0,246104624610563+1900274+0,1,
124,124,,,246106124610632+1899544+0,246106124610632+1900274+0,1,
124,124,,,246106124610634+1899544+0,246106124610634+1900274+0,1,
124,124,,,246109524611754+1899544+0,246109524611754+1900274+0,1,
124,124,,,246103924610402+1899560+0,246103924610402+1900278+0,1,
124,124,,,246106724610843+1899564+0,246106724610843+1900281+0,1,
124,124,,,246108924610912+1899564+0,246108924610912+1900281+0,1,
124,124,,,246108924610913+1899564+0,246108924610913+1900281+0,1,
124,124,,,246105924610597+1902851+0,246105924610597+1903691+0,1,
124,124,,,246106024610651+1902923+0,246106024610651+1903731+0,1,
124,124,,,246103324610342+1899774+0,246103324610342+1900152+0,1,
124,124,,,246103924610402+1899774+0,246103924610402+1900152+0,1,
124,124,,,246103624611765+1899775+0,246103624610435+1900153+0,1,
124,124,,,246106024610651+1902943+0,246106024610651+1903743+0,1,
124,124,,,246103724610446+1902961+0,246103724610446+1903752+0,1,
124,124,,,246107224610866+1902986+0,246107224610866+1903771+0,1,
124,124,,,246103324610342+1899783+0,246103324610342+1900157+0,1,
124,124,,,246104624610564+1899786+0,246104624610564+1900160+0,1,
124,124,,,246109524611751+1899786+0,246109524611751+1900160+0,1,
124,124,,,246109524611754+1899786+0,246109524611754+1900160+0,1,
124,124,,,246105024611765+1899787+0,246105024611765+1900161+0,1,
124,124,,,246103324610332+1899808+0,246103324610342+1900167+0,1,
124,124,,,246104624610562+1899825+0,246104624610562+1900174+0,1,
124,124,,,246104624610563+1899825+0,246104624610563+1900174+0,1,
124,124,,,246108924610914+1899825+0,246108924610914+1900174+0,1,
124,124,,,246109524611752+1899825+0,246109524611752+1900174+0,1,
124,124,,,246103424610343+1899842+0,246103324610343+1900180+0,1,
124,124,,,246104624610561+1899845+0,246104624610561+1900183+0,1,
124,124,,,246104624610562+1899845+0,246104624610562+1900183+0,1,
124,124,,,246103924610401+1899859+0,246103924610401+1900189+0,1,
124,124,,,246104624610562+1899864+0,246104624610562+1900192+0,1,
124,124,,,246106124610633+1899864+0,246106124610633+1900192+0,1,
124,124,,,246106124610634+1899864+0,246106124610634+1900192+0,1,
124,124,,,246106724610844+1899864+0,246106724610844+1900192+0,1,
124,124,,,246109524611754+1899864+0,246109524611754+1900192+0,1,
124,124,,,246106624610807+1903113+0,246106624610807+1903566+0,1,
124,124,,,246109424611717+1903147+0,246109424611717+1903595+0,1,
124,124,,,246109424611717+1903160+0,246109424611717+1903607+0,1,
124,124,,,246108824610936+1903178+0,246108824610936+1903621+0,1,
124,124,,,246110024611776+1903178+0,246110024611776+1903621+0,1,
124,124,,,246107224610866+1903206+0,246107224610866+1903638+0,1,
124,124,,,246104124610413+1900051+0,246104124610413+1900269+0,1,
124,124,,,246106724610844+1900052+0,246106724610844+1900270+0,1,
124,124,,,246108924610912+1900052+0,246108924610912+1900270+0,1,
124,124,,,246109524611752+1900052+0,246109524611752+1900270+0,1,
124,124,,,246105024611765+1900053+0,246103624611765+1900268+0,1,
124,124,,,246107224610866+1903260+0,246107224610866+1903666+0,1,
124,124,,,246108824610931+1903260+0,246108824610931+1903666+0,1,
124,124,,,246110024611776+1903260+0,246110024611776+1903666+0,1,
124,124,,,246105924610597+1903285+0,246105924610597+1903679+0,1,
124,124,,,246103824610527+1903327+0,246103824610527+1903705+0,1,
124,124,,,246110024611776+1903329+0,246110024611776+1903707+0,1,
124,124,,,246103924610402+1900064+0,246103924610402+1900271+0,1,
124,124,,,246103624610435+1900065+0,246103624611765+1900272+0,1,
124,124,,,246104624610562+1900067+0,246104624610562+1900274+0,1,
124,124,,,246106724610844+1900067+0,246106724610844+1900274+0,1,
124,124,,,246109524611751+1900067+0,246109524611751+1900274+0,1,
124,124,,,246105024611765+1900068+0,246103624611765+1900272+0,1,
124,124,,,246104124610413+1900083+0,246104124610413+1900280+0,1,
124,124,,,246104624610561+1900084+0,246104624610561+1900281+0,1,
124,124,,,246106724610843+1900084+0,246106724610843+1900281+0,1,
124,124,,,246108924610912+1900084+0,246108924610912+1900281+0,1,
124,124,,,246109524611751+1900084+0,246109524611751+1900281+0,1,
124,124,,,246105024611765+1900114+0,246105024611765+1900296+0,1,
124,124,,,246104324610435+1900115+0,246103924610435+1900296+0,1,
124,124,,,246104624610563+1900116+0,246104624610563+1900298+0,1,
124,124,,,246106724610842+1900116+0,246106724610842+1900298+0,1,
124,124,,,246106724610844+1900116+0,246106724610844+1900298+0,1,
124,124,,,246105124611776+1903353+0,246106024610656+1903719+0,1,
124,124,,,246106624610807+1903354+0,246106624610807+1903717+0,1,
124,124,,,246108824610936+1903379+0,246108824610936+1903731+0,1,
124,124,,,246105924610597+1903380+0,246105924610597+1903732+0,1,
124,124,,,246106624610807+1903402+0,246106624610807+1903741+0,1,
124,124,,,246108824610931+1903404+0,246108824610931+1903743+0,1,
124,124,,,246109424611717+1903424+0,246109424611717+1903753+0,1,
124,124,,,246106024610656+1903426+0,246106024610656+1903755+0,1,
124,124,,,246105924610597+1903427+0,246105924610597+1903756+0,1,
124,124,,,246103724610446+1903449+0,246103724610446+1903768+0,1,
124,124,,,246109424611717+1903450+0,246109424611717+1903769+0,1,
124,124,,,246107224610866+1903452+0,246107224610866+1903771+0,1,
124,124,,,246106624610807+1903467+0,246106624610807+1903781+0,1,
124,124,,,246105924610597+1903470+0,246105924610597+1903784+0,1,
124,124,,,246104224610424+1901373+0,246104224610424+1901505+0,1,
124,124,,,246104624610563+1899241+1,246104624610563+1900155+0,1,
124,124,,,246108924610914+1899241+1,246108924610914+1900155+0,1,
124,124,,,246104624610562+1899261+0,246104624610562+1900160+0,1,
124,124,,,246104624610563+1899261+0,246104624610563+1900160+0,1,
124,124,,,246106124610634+1899261+0,246106124610634+1900160+0,1,
124,124,,,246109524611752+1899261+0,246109524611752+1900160+0,1,
124,124,,,246103624610435+1899293+0,246103624611765+1900168+0,1,
124,124,,,246104624610561+1899295+0,246104624610561+1900170+0,1,
124,124,,,246106124610632+1899295+0,246106124610632+1900170+0,1,
124,124,,,246106724610841+1899295+0,246106724610841+1900170+0,1,
124,124,,,246104624610563+1899311+0,246104624610563+1900174+0,1,
124,124,,,246109424611717+1902688+0,246109424611717+1903578+0,1,
124,124,,,246107224610866+1902722+0,246107224610866+1903609+0,1,
124,124,,,246108824610936+1902738+0,246108824610936+1903621+0,1,
124,124,,,246110024611776+1902738+0,246110024611776+1903621+0,1,
124,124,,,246106024610656+1902760+0,246106024610656+1903638+0,1,
124,124,,,246108724610877+1902761+0,246108724610877+1903639+0,1,
124,124,,,246104624610561+1899331+0,246104624610561+1900183+0,1,
124,124,,,246106124610634+1899331+0,246106124610634+1900183+0,1,
124,124,,,246106724610844+1899331+0,246106724610844+1900183+0,1,
124,124,,,246109524611754+1899331+0,246109524611754+1900183+0,1,
124,124,,,246103324610332+1899345+0,246103324610342+1900189+0,1,
124,124,,,246108924610914+1899349+0,246108924610914+1900192+0,1,
124,124,,,246105024611765+1899350+0,246105024611765+1900193+0,1,
124,124,,,246106124610634+1899434+1,246106124610634+1900244+1,1,
124,124,,,246106724610842+1899434+1,246106724610842+1900244+1,1,
124,124,,,246106724610843+1899434+1,246106724610843+1900244+1,1,
124,124,,,246109424611717+1902779+0,246109424611717+1903648+0,1,
124,124,,,246108824610936+1902781+0,246108824610936+1903650+0,1,
124,124,,,246106024610651+1902806+0,246106024610651+1903666+0,1,
124,124,,,246110024611776+1902806+0,246110024611776+1903666+0,1,
124,124,,,246103724610446+1902824+0,246103724610446+1903675+0,1,
124,124,,,246105924610597+1902828+0,246105924610597+1903679+0,1,
124,124,,,246103824610527+1902848+0,246103824610527+1903688+0,1,
124,124,,,246103424610343+1899520+1,246103324610343+1900267+0,1,
124,124,,,246104624610563+1899523+1,246104624610563+1900270+0,1,
124,124,,,246106124610632+1899523+1,246106124610632+1900270+0,1,
124,124,,,246106724610842+1899523+1,246106724610842+1900270+0,1,
124,124,,,246106724610844+1899523+1,246106724610844+1900270+0,1,
124,124,,,246108924610913+1899523+1,246108924610913+1900270+0,1,
124,124,,,246109524611752+1899523+1,246109524611752+1900270+0,1,
124,124,,,246103924610401+1899540+0,246103924610401+1900271+0,1,
124,124,,,246103924610402+1899540+0,246103924610402+1900271+0,1,
124,124,,,246103424610343+1899541+0,246103324610343+1900271+0,1,
124,124,,,246103624610435+1899542+0,246103624611765+1900272+0,1,
124,124,,,246104124610413+1899543+0,246104124610413+1900273+0,1,
124,124,,,246104624610562+1899544+0,246104624610562+1900274+0,1,
124,124,,,246108924610914+1899564+0,246108924610914+1900281+0,1,
124,124,,,246103724610446+1902872+0,246103724610446+1903704+0,1,
124,124,,,246105124610586+1902875+0,246105124610586+1903707+0,1,
124,124,,,246103824610527+1902895+0,246103824610527+1903717+0,1,
124,124,,,246108824610936+1902897+0,246108824610936+1903719+0,1,
124,124,,,246107224610866+1902923+0,246107224610866+1903731+0,1,
124,124,,,246103724610446+1902940+0,246103724610446+1903740+0,1,
124,124,,,246105124610586+1902943+0,246105124610586+1903743+0,1,
124,124,,,246107224610866+1902964+0,246107224610866+1903755+0,1,
